averating,brand,dimension,frcolor,img,interface,keycap,led,logilayout,model,name,nreviews,physlayout,price,rollover,size,sku,switch,weight
4.7,Ducky,"13.27"" x 4.13"" x 2.00""",Pink,https://mechanicalkeyboards.com/shop/images/products/large_2918_MIYA_1.jpg,USB-C,Alphas: White Dye Sub PBT with Pink legends,Pink,ANSI,MIYA Pro,Ducky MIYA Pro Sakura Pink LED  60% Dye Sub PBT Mechanical Keyboard,7,US QWERTY,$119.00,Full,60%,MA68NL1P/PP88V,Cherry MX Black,2.29 lbs
5.0,Leopold,"14.17"" x 5.51"" x 1.29""",White,https://mechanicalkeyboards.com/shop/images/products/large_3544_large_FC750REWP_main.jpg,USB,Alphas: Beige Double Shot PBT with Black legends,n/a,ANSI,FC750R,Leopold FC750R Two Tone White PD TKL Double Shot PBT Mechanical Keyboard,6,US QWERTY,$119.00,Full,Tenkeyless,FC750RL/EWPD,Cherry MX Black,2.20 lbs
4.7,Vortex,"14.37"" x 3.82"" x 1.34""",Silver,https://mechanicalkeyboards.com/shop/images/products/large_2933_Vibe.jpg,USB,Primary: Multi Dye Sub PBT with Black legends,n/a,ANSI,ViBE,Vortex ViBE Dye Sub PBT Mechanical Keyboard,3,US QWERTY,$139.00,Full,Other,VTG79BLKNSLV,Cherry MX Black,1.77 lbs
4.5,Ducky,"14.04"" x 5.24"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2422_DKON1687.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,n/a,ANSI,One,Ducky One TKL PBT Double Shot PBT Mechanical Keyboard,6,US QWERTY,$89.00,Full,Tenkeyless,DKON1687-AUSPDAAB1,Cherry MX Black,2.43 lbs
4.0,Ducky,"3.74"" x 6.37"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2246_Pocket_1.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,RGB,ANSI,Pocket,Ducky Pocket RGB LED  Numpad Double Shot PBT Mechanical Keyboard,7,US QWERTY,$69.00,Full,Numpad,DKPO1623ST-BUSPDAAT1,Cherry MX Brown,0.62 lbs
5.0,Ducky,"17.32"" x 5.51"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2392_DKON1608S_B1.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,Blue,ANSI,One,Ducky One Blue LED PBT Double Shot PBT Mechanical Keyboard,1,US QWERTY,$115.00,Full,Full Size,DKON1608S-BUSPDAAB1,Cherry MX Brown,2.87 lbs
5.0,Ducky,"17.32"" x 5.51"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2392_DKON1608S_B1.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,Blue,ANSI,One,Ducky One Blue LED PBT Double Shot PBT Mechanical Keyboard,1,US QWERTY,$115.00,Full,Full Size,DKON1608S-CUSPDAAB1,Cherry MX Blue,2.87 lbs
5.0,Ducky,"17.32"" x 5.51"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2392_DKON1608S_B1.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,Blue,ANSI,One,Ducky One Blue LED PBT Double Shot PBT Mechanical Keyboard,1,US QWERTY,$115.00,Full,Full Size,DKON1608S-RUSPDAAB1,Cherry MX Red,2.87 lbs
5.0,Ducky,"17.32"" x 5.51"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2392_DKON1608S_B1.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,Blue,ANSI,One,Ducky One Blue LED PBT Double Shot PBT Mechanical Keyboard,1,US QWERTY,$115.00,Full,Full Size,DKON1608S-GUSPDAAB1,Cherry MX Green,2.87 lbs
5.0,Ducky,"17.32"" x 5.51"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2392_DKON1608S_B1.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,Blue,ANSI,One,Ducky One Blue LED PBT Double Shot PBT Mechanical Keyboard,1,US QWERTY,$115.00,Full,Full Size,DKON1608S-QUSPDAAB1,Cherry MX White,2.87 lbs
5.0,Ducky,"17.32"" x 5.51"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2392_DKON1608S_B1.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,Blue,ANSI,One,Ducky One Blue LED PBT Double Shot PBT Mechanical Keyboard,1,US QWERTY,$115.00,Full,Full Size,DKON1608S-WUSPDAAB1,Cherry MX Clear,2.87 lbs
5.0,Ducky,"17.32"" x 5.51"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2392_DKON1608S_B1.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,Blue,ANSI,One,Ducky One Blue LED PBT Double Shot PBT Mechanical Keyboard,1,US QWERTY,$119.00,Full,Full Size,DKON1608S-PUSPDAAB1,Cherry MX Silver,2.87 lbs
4.3,Leopold,"12.79"" x 4.29"" x 1.26""",White,https://mechanicalkeyboards.com/shop/images/products/large_FC660MLEWPD_main.jpg,USB,Primary: White Double Shot PBT with Black legends,n/a,ANSI,FC660M,Leopold FC660M Two Tone White PD 60% Double Shot PBT Mechanical Keyboard,3,US QWERTY,$109.00,Full,60%,FC660MN/EWPD,Cherry MX Brown,1.54 lbs
4.3,Leopold,"12.79"" x 4.29"" x 1.26""",White,https://mechanicalkeyboards.com/shop/images/products/large_FC660MLEWPD_main.jpg,USB,Primary: White Double Shot PBT with Black legends,n/a,ANSI,FC660M,Leopold FC660M Two Tone White PD 60% Double Shot PBT Mechanical Keyboard,3,US QWERTY,$109.00,Full,60%,FC660MC/EWPD,Cherry MX Blue,1.54 lbs
5.0,Filco,"14.10"" x 5.30"" x 1.30""",Pink,https://mechanicalkeyboards.com/shop/images/products/large_1950_Pink_1.jpg,USB,Primary: Pink Laser Printed ABS with Black legends,n/a,ANSI,Majestouch 2,Filco Majestouch 2 Pink TKL Mechanical Keyboard,3,US QWERTY,$139.00,Full,Tenkeyless,FKBN87MC/EP2,Cherry MX Blue,2.20 lbs
5.0,Ducky,"17.32"" x 5.51"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2397_OneFP_1.jpg,USB,Primary: Black Pad Printed PBT with White legends,n/a,ANSI,One,Ducky One Side Print Pad Printed PBT Mechanical Keyboard,3,US QWERTY,$99.00,Full,Full Size,DKON1608-BUSPBAAB1,Cherry MX Brown,2.87 lbs
5.0,Ducky,"17.32"" x 5.51"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2397_OneFP_1.jpg,USB,Primary: Black Pad Printed PBT with White legends,n/a,ANSI,One,Ducky One Side Print Pad Printed PBT Mechanical Keyboard,3,US QWERTY,$99.00,Full,Full Size,DKON1608-CUSPBAAB1,Cherry MX Blue,2.87 lbs
5.0,Ducky,"17.32"" x 5.51"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2397_OneFP_1.jpg,USB,Primary: Black Pad Printed PBT with White legends,n/a,ANSI,One,Ducky One Side Print Pad Printed PBT Mechanical Keyboard,3,US QWERTY,$99.00,Full,Full Size,DKON1608-RUSPBAAB1,Cherry MX Red,2.87 lbs
5.0,Ducky,"17.32"" x 5.51"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2397_OneFP_1.jpg,USB,Primary: Black Pad Printed PBT with White legends,n/a,ANSI,One,Ducky One Side Print Pad Printed PBT Mechanical Keyboard,3,US QWERTY,$99.00,Full,Full Size,DKON1608-GUSPBAAB1,Cherry MX Green,2.87 lbs
5.0,Ducky,"17.32"" x 5.51"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2397_OneFP_1.jpg,USB,Primary: Black Pad Printed PBT with White legends,n/a,ANSI,One,Ducky One Side Print Pad Printed PBT Mechanical Keyboard,3,US QWERTY,$99.00,Full,Full Size,DKON1608-QUSPBAAB1,Cherry MX White,2.87 lbs
5.0,Ducky,"17.32"" x 5.51"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2397_OneFP_1.jpg,USB,Primary: Black Pad Printed PBT with White legends,n/a,ANSI,One,Ducky One Side Print Pad Printed PBT Mechanical Keyboard,3,US QWERTY,$99.00,Full,Full Size,DKON1608-WUSPBAAB1,Cherry MX Clear,2.87 lbs
5.0,Ducky,"17.32"" x 5.51"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2397_OneFP_1.jpg,USB,Primary: Black Pad Printed PBT with White legends,n/a,ANSI,One,Ducky One Side Print Pad Printed PBT Mechanical Keyboard,3,US QWERTY,$104.00,Full,Full Size,DKON1608-PUSPBAAB1,Cherry MX Silver,2.87 lbs
,Filco,"17.40"" x 5.50"" x 1.60""",Black,https://mechanicalkeyboards.com/shop/images/products/large_1816_Convertible1.jpg,Wireless,Primary: Black Pad Printed ABS with White legends,n/a,ANSI,Majestouch Convertible 2,Filco Majestouch Convertible 2 Mechanical Keyboard,0,US QWERTY,$189.00,Full,Full Size,FKBC104ML/EB2,Cherry MX Black,2.70 lbs
,Filco,"17.40"" x 5.50"" x 1.60""",Black,https://mechanicalkeyboards.com/shop/images/products/large_1816_Convertible1.jpg,Wireless,Primary: Black Pad Printed ABS with White legends,n/a,ANSI,Majestouch Convertible 2,Filco Majestouch Convertible 2 Mechanical Keyboard,0,US QWERTY,$189.00,Full,Full Size,FKBC104MC/EB2,Cherry MX Blue,2.70 lbs
,Filco,"17.40"" x 5.50"" x 1.60""",Black,https://mechanicalkeyboards.com/shop/images/products/large_1816_Convertible1.jpg,Wireless,Primary: Black Pad Printed ABS with White legends,n/a,ANSI,Majestouch Convertible 2,Filco Majestouch Convertible 2 Mechanical Keyboard,0,US QWERTY,$189.00,Full,Full Size,FKBC104M/EB2,Cherry MX Brown,2.70 lbs
5.0,Filco,"14.20"" x 5.40"" x 1.50""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2022_TKL1.jpg,Wireless,Primary: Beige Pad Printed ABS with White legends,n/a,ANSI,Majestouch Convertible 2,Filco Majestouch Convertible 2 TKL Mechanical Keyboard,1,US QWERTY,$179.00,Full,Tenkeyless,FKBC87M/EB2,Cherry MX Brown,2.20 lbs
5.0,Filco,"14.20"" x 5.40"" x 1.50""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2022_TKL1.jpg,Wireless,Primary: Beige Pad Printed ABS with White legends,n/a,ANSI,Majestouch Convertible 2,Filco Majestouch Convertible 2 TKL Mechanical Keyboard,1,US QWERTY,$179.00,Full,Tenkeyless,FKBC87MC/EB2,Cherry MX Blue,2.20 lbs
5.0,Filco,"14.20"" x 5.40"" x 1.50""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2022_TKL1.jpg,Wireless,Primary: Beige Pad Printed ABS with White legends,n/a,ANSI,Majestouch Convertible 2,Filco Majestouch Convertible 2 TKL Mechanical Keyboard,1,US QWERTY,$179.00,Full,Tenkeyless,FKBC87MRL/EB2,Cherry MX Red,2.20 lbs
,Ducky,"17.32"" x 5.31"" x 1.58""",Black,https://mechanicalkeyboards.com/shop/images/products/large_DKON1808S-AUSPDAZW1_main.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,White,ANSI,One 2,Ducky One 2 Black Case White LED Double Shot PBT Mechanical Keyboard,0,US QWERTY,$109.00,Full,Full Size,DKON1808S-BUSPDAZW1,Cherry MX Brown,2.43 lbs
,Ducky,"17.32"" x 5.31"" x 1.58""",Black,https://mechanicalkeyboards.com/shop/images/products/large_DKON1808S-AUSPDAZW1_main.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,White,ANSI,One 2,Ducky One 2 Black Case White LED Double Shot PBT Mechanical Keyboard,0,US QWERTY,$109.00,Full,Full Size,DKON1808S-CUSPDAZW1,Cherry MX Blue,2.43 lbs
,Ducky,"17.32"" x 5.31"" x 1.58""",Black,https://mechanicalkeyboards.com/shop/images/products/large_DKON1808S-AUSPDAZW1_main.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,White,ANSI,One 2,Ducky One 2 Black Case White LED Double Shot PBT Mechanical Keyboard,0,US QWERTY,$109.00,Full,Full Size,DKON1808S-RUSPDAZW1,Cherry MX Red,2.43 lbs
,Filco,"17.40"" x 5.50"" x 1.60""",Black,https://mechanicalkeyboards.com/shop/images/products/large_FKBN104MEB2_main.jpg,USB,Primary: Black Pad Printed ABS with White legends,n/a,ANSI,Majestouch 2,Filco Majestouch 2 Mechanical Keyboard,0,US QWERTY,$149.00,Full,Full Size,FKBN104ML/EB2,Cherry MX Black,2.70 lbs
,Filco,"17.40"" x 5.50"" x 1.60""",Black,https://mechanicalkeyboards.com/shop/images/products/large_FKBN104MEB2_main.jpg,USB,Primary: Black Pad Printed ABS with White legends,n/a,ANSI,Majestouch 2,Filco Majestouch 2 Mechanical Keyboard,0,US QWERTY,$149.00,Full,Full Size,FKBN104MC/EB2,Cherry MX Blue,2.70 lbs
,Filco,"17.40"" x 5.50"" x 1.60""",Black,https://mechanicalkeyboards.com/shop/images/products/large_FKBN104MEB2_main.jpg,USB,Primary: Black Pad Printed ABS with White legends,n/a,ANSI,Majestouch 2,Filco Majestouch 2 Mechanical Keyboard,0,US QWERTY,$149.00,Full,Full Size,FKBN104MRL/EB2,Cherry MX Red,2.70 lbs
,Filco,"17.40"" x 5.50"" x 1.60""",Black,https://mechanicalkeyboards.com/shop/images/products/large_FKBN104MEB2_main.jpg,USB,Primary: Black Pad Printed ABS with White legends,n/a,ANSI,Majestouch 2,Filco Majestouch 2 Mechanical Keyboard,0,US QWERTY,$169.00,Full,Full Size,FKBN104MPS/EB2,Cherry MX Silent Red,2.70 lbs
3.3,Ducky,"17.32"" x 5.31"" x 1.58""",Blue,https://mechanicalkeyboards.com/shop/images/products/large_DKON1808-PUSPDZBBH_main.png,USB,Primary: Multi Double Shot PBT with Multi legends,n/a,ANSI,One 2,Ducky One 2 Horizon Double Shot PBT Mechanical Keyboard,3,US QWERTY,$99.00,Full,Full Size,DKON1808-BUSPDZBBH,Cherry MX Brown,2.43 lbs
3.3,Ducky,"17.32"" x 5.31"" x 1.58""",Blue,https://mechanicalkeyboards.com/shop/images/products/large_DKON1808-PUSPDZBBH_main.png,USB,Primary: Multi Double Shot PBT with Multi legends,n/a,ANSI,One 2,Ducky One 2 Horizon Double Shot PBT Mechanical Keyboard,3,US QWERTY,$99.00,Full,Full Size,DKON1808-CUSPDZBBH,Cherry MX Blue,2.43 lbs
3.3,Ducky,"17.32"" x 5.31"" x 1.58""",Blue,https://mechanicalkeyboards.com/shop/images/products/large_DKON1808-PUSPDZBBH_main.png,USB,Primary: Multi Double Shot PBT with Multi legends,n/a,ANSI,One 2,Ducky One 2 Horizon Double Shot PBT Mechanical Keyboard,3,US QWERTY,$99.00,Full,Full Size,DKON1808-RUSPDZBBH,Cherry MX Red,2.43 lbs
3.3,Ducky,"17.32"" x 5.31"" x 1.58""",Blue,https://mechanicalkeyboards.com/shop/images/products/large_DKON1808-PUSPDZBBH_main.png,USB,Primary: Multi Double Shot PBT with Multi legends,n/a,ANSI,One 2,Ducky One 2 Horizon Double Shot PBT Mechanical Keyboard,3,US QWERTY,$104.00,Full,Full Size,DKON1808-PUSPDZBBH,Cherry MX Silver,2.43 lbs
4.0,Ducky,"17.32"" x 5.31"" x 1.58""",Black,https://mechanicalkeyboards.com/shop/images/products/large_1683_zab2_1.jpg,USB,Primary: Multi Dye Sub PBT with Black legends,n/a,ANSI,One,Ducky One Gray / White Dye Sub PBT Mechanical Keyboard,5,US QWERTY,$109.00,Full,Full Size,DKON1608-BUSPHZAB2,Cherry MX Brown,2.43 lbs
4.0,Ducky,"17.32"" x 5.31"" x 1.58""",Black,https://mechanicalkeyboards.com/shop/images/products/large_1683_zab2_1.jpg,USB,Primary: Multi Dye Sub PBT with Black legends,n/a,ANSI,One,Ducky One Gray / White Dye Sub PBT Mechanical Keyboard,5,US QWERTY,$109.00,Full,Full Size,DKON1608-CUSPHZAB2,Cherry MX Blue,2.43 lbs
4.0,Ducky,"17.32"" x 5.31"" x 1.58""",Black,https://mechanicalkeyboards.com/shop/images/products/large_1683_zab2_1.jpg,USB,Primary: Multi Dye Sub PBT with Black legends,n/a,ANSI,One,Ducky One Gray / White Dye Sub PBT Mechanical Keyboard,5,US QWERTY,$109.00,Full,Full Size,DKON1608-RUSPHZAB2,Cherry MX Red,2.43 lbs
4.0,Ducky,"17.32"" x 5.31"" x 1.58""",Black,https://mechanicalkeyboards.com/shop/images/products/large_1683_zab2_1.jpg,USB,Primary: Multi Dye Sub PBT with Black legends,n/a,ANSI,One,Ducky One Gray / White Dye Sub PBT Mechanical Keyboard,5,US QWERTY,$109.00,Full,Full Size,DKON1608-QUSPHZAB2,Cherry MX White,2.43 lbs
4.0,Ducky,"17.32"" x 5.31"" x 1.58""",Black,https://mechanicalkeyboards.com/shop/images/products/large_1683_zab2_1.jpg,USB,Primary: Multi Dye Sub PBT with Black legends,n/a,ANSI,One,Ducky One Gray / White Dye Sub PBT Mechanical Keyboard,5,US QWERTY,$114.00,Full,Full Size,DKON1608-PUSPHZAB2,Cherry MX Silver,2.43 lbs
4.0,Ducky,"17.32"" x 5.31"" x 1.58""",Black,https://mechanicalkeyboards.com/shop/images/products/large_1683_zab2_1.jpg,USB,Primary: Multi Dye Sub PBT with Black legends,n/a,ANSI,One,Ducky One Gray / White Dye Sub PBT Mechanical Keyboard,5,US QWERTY,$114.00,Full,Full Size,DKON1608-GUSPHZAB2,Cherry MX Green,2.43 lbs
4.9,Mechanical Keyboards Inc,"17.25"" x 5.50"" x 1.50""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2103_fission1.jpg,USB,Primary: White Double Shot PBT with Backlit (clear) legends,White,ANSI,Fission,MK Fission White Keycaps White LED  Double Shot PBT Mechanical Keyboard,12,US QWERTY,$114.00,Full,Full Size,MKFI0417-BUSADWAW1,Cherry MX Brown,2.50 lbs
4.9,Mechanical Keyboards Inc,"17.25"" x 5.50"" x 1.50""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2103_fission1.jpg,USB,Primary: White Double Shot PBT with Backlit (clear) legends,White,ANSI,Fission,MK Fission White Keycaps White LED  Double Shot PBT Mechanical Keyboard,12,US QWERTY,$114.00,Full,Full Size,MKFI0417-AUSADWAW1,Cherry MX Black,2.50 lbs
4.9,Mechanical Keyboards Inc,"17.25"" x 5.50"" x 1.50""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2103_fission1.jpg,USB,Primary: White Double Shot PBT with Backlit (clear) legends,White,ANSI,Fission,MK Fission White Keycaps White LED  Double Shot PBT Mechanical Keyboard,12,US QWERTY,$114.00,Full,Full Size,MKFI0417-RUSADWAW1,Cherry MX Red,2.50 lbs
4.9,Mechanical Keyboards Inc,"17.25"" x 5.50"" x 1.50""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2103_fission1.jpg,USB,Primary: White Double Shot PBT with Backlit (clear) legends,White,ANSI,Fission,MK Fission White Keycaps White LED  Double Shot PBT Mechanical Keyboard,12,US QWERTY,$119.00,Full,Full Size,MKFI0417-WUSADWAW1,Cherry MX Clear,2.50 lbs
4.9,Mechanical Keyboards Inc,"17.25"" x 5.50"" x 1.50""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2103_fission1.jpg,USB,Primary: White Double Shot PBT with Backlit (clear) legends,White,ANSI,Fission,MK Fission White Keycaps White LED  Double Shot PBT Mechanical Keyboard,12,US QWERTY,$119.00,Full,Full Size,MKFI0417-QUSADWAW1,Cherry MX White,2.50 lbs
4.9,Mechanical Keyboards Inc,"17.25"" x 5.50"" x 1.50""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2103_fission1.jpg,USB,Primary: White Double Shot PBT with Backlit (clear) legends,White,ANSI,Fission,MK Fission White Keycaps White LED  Double Shot PBT Mechanical Keyboard,12,US QWERTY,$119.00,Full,Full Size,MKFI0417-GUSADWAW1,Cherry MX Green,2.50 lbs
4.9,Mechanical Keyboards Inc,"17.25"" x 5.50"" x 1.50""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2103_fission1.jpg,USB,Primary: White Double Shot PBT with Backlit (clear) legends,White,ANSI,Fission,MK Fission White Keycaps White LED  Double Shot PBT Mechanical Keyboard,12,US QWERTY,$119.00,Full,Full Size,MKFI0417-PUSADWAW1,Cherry MX Silver,2.50 lbs
4.9,Mechanical Keyboards Inc,"17.25"" x 5.50"" x 1.50""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2103_fission1.jpg,USB,Primary: White Double Shot PBT with Backlit (clear) legends,White,ANSI,Fission,MK Fission White Keycaps White LED  Double Shot PBT Mechanical Keyboard,12,US QWERTY,$119.00,Full,Full Size,MKFI0417-SUSADWAW1,Cherry MX Silent Red,2.50 lbs
5.0,Ducky,"17.32"" x 5.51"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_DKON1608S-USPDAAW1_main.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,White,ANSI,One,Ducky One White LED PBT Double Shot PBT Mechanical Keyboard,3,US QWERTY,$115.00,Full,Full Size,DKON1608S-BUSPDAAW1,Cherry MX Brown,2.87 lbs
5.0,Ducky,"17.32"" x 5.51"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_DKON1608S-USPDAAW1_main.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,White,ANSI,One,Ducky One White LED PBT Double Shot PBT Mechanical Keyboard,3,US QWERTY,$115.00,Full,Full Size,DKON1608S-CUSPDAAW1,Cherry MX Blue,2.87 lbs
5.0,Ducky,"17.32"" x 5.51"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_DKON1608S-USPDAAW1_main.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,White,ANSI,One,Ducky One White LED PBT Double Shot PBT Mechanical Keyboard,3,US QWERTY,$115.00,Full,Full Size,DKON1608S-RUSPDAAW1,Cherry MX Red,2.87 lbs
5.0,Ducky,"17.32"" x 5.51"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_DKON1608S-USPDAAW1_main.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,White,ANSI,One,Ducky One White LED PBT Double Shot PBT Mechanical Keyboard,3,US QWERTY,$115.00,Full,Full Size,DKON1608S-GUSPDAAW1,Cherry MX Green,2.87 lbs
5.0,Ducky,"17.32"" x 5.51"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_DKON1608S-USPDAAW1_main.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,White,ANSI,One,Ducky One White LED PBT Double Shot PBT Mechanical Keyboard,3,US QWERTY,$115.00,Full,Full Size,DKON1608S-QUSPDAAW1,Cherry MX White,2.87 lbs
5.0,Ducky,"17.32"" x 5.51"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_DKON1608S-USPDAAW1_main.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,White,ANSI,One,Ducky One White LED PBT Double Shot PBT Mechanical Keyboard,3,US QWERTY,$115.00,Full,Full Size,DKON1608S-WUSPDAAW1,Cherry MX Clear,2.87 lbs
5.0,Ducky,"17.32"" x 5.51"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_DKON1608S-USPDAAW1_main.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,White,ANSI,One,Ducky One White LED PBT Double Shot PBT Mechanical Keyboard,3,US QWERTY,$119.00,Full,Full Size,DKON1608S-PUSPDAAW1,Cherry MX Silver,2.87 lbs
5.0,Filco,"14.10"" x 5.30"" x 1.30""",Black,https://mechanicalkeyboards.com/shop/images/products/large_1821_MajestouchTKL1.jpg,USB,Primary: Black Pad Printed ABS with White legends,n/a,ANSI,Majestouch 2,Filco Majestouch 2 TKL Mechanical Keyboard,5,US QWERTY,$129.00,Full,Tenkeyless,FKBN87ML/EB2,Cherry MX Black,2.20 lbs
5.0,Filco,"14.10"" x 5.30"" x 1.30""",Black,https://mechanicalkeyboards.com/shop/images/products/large_1821_MajestouchTKL1.jpg,USB,Primary: Black Pad Printed ABS with White legends,n/a,ANSI,Majestouch 2,Filco Majestouch 2 TKL Mechanical Keyboard,5,US QWERTY,$129.00,Full,Tenkeyless,FKBN87MC/EB2,Cherry MX Blue,2.20 lbs
5.0,Filco,"14.10"" x 5.30"" x 1.30""",Black,https://mechanicalkeyboards.com/shop/images/products/large_1821_MajestouchTKL1.jpg,USB,Primary: Black Pad Printed ABS with White legends,n/a,ANSI,Majestouch 2,Filco Majestouch 2 TKL Mechanical Keyboard,5,US QWERTY,$129.00,Full,Tenkeyless,FKBN87MRL/EB2,Cherry MX Red,2.20 lbs
3.5,Ducky,"14.04"" x 5.24"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2417_DKON1687S.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,Blue,ANSI,One,Ducky One TKL PBT Blue LED Double Shot PBT Mechanical Keyboard,4,US QWERTY,$99.00,Full,Tenkeyless,DKON1687S-AUSPDAAB1,Cherry MX Black,2.43 lbs
3.5,Ducky,"14.04"" x 5.24"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2417_DKON1687S.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,Blue,ANSI,One,Ducky One TKL PBT Blue LED Double Shot PBT Mechanical Keyboard,4,US QWERTY,$99.00,Full,Tenkeyless,DKON1687S-CUSPDAAB1,Cherry MX Blue,2.43 lbs
3.5,Ducky,"14.04"" x 5.24"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2417_DKON1687S.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,Blue,ANSI,One,Ducky One TKL PBT Blue LED Double Shot PBT Mechanical Keyboard,4,US QWERTY,$99.00,Full,Tenkeyless,DKON1687S-RUSPDAAB1,Cherry MX Red,2.43 lbs
3.5,Ducky,"14.04"" x 5.24"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2417_DKON1687S.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,Blue,ANSI,One,Ducky One TKL PBT Blue LED Double Shot PBT Mechanical Keyboard,4,US QWERTY,$99.00,Full,Tenkeyless,DKON1687S-PUSPDAAB1,Cherry MX Silver,2.43 lbs
3.5,Ducky,"14.04"" x 5.24"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2417_DKON1687S.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,Blue,ANSI,One,Ducky One TKL PBT Blue LED Double Shot PBT Mechanical Keyboard,4,US QWERTY,$99.00,Full,Tenkeyless,DKON1687S-GUSPDAAB1,Cherry MX Green,2.43 lbs
3.5,Ducky,"14.04"" x 5.24"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2417_DKON1687S.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,Blue,ANSI,One,Ducky One TKL PBT Blue LED Double Shot PBT Mechanical Keyboard,4,US QWERTY,$99.00,Full,Tenkeyless,DKON1687S-QUSPDAAB1,Cherry MX White,2.43 lbs
3.5,Ducky,"14.04"" x 5.24"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2417_DKON1687S.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,Blue,ANSI,One,Ducky One TKL PBT Blue LED Double Shot PBT Mechanical Keyboard,4,US QWERTY,$99.00,Full,Tenkeyless,DKON1687S-WUSPDAAB1,Cherry MX Clear,2.43 lbs
